Name,Tag Color,EULA,Use Default EULA,Require Acceptance,Alert on Response,Category Type,Send Checkin Email,Notes
Sauces,#a5f482,,false,false,true,license,false,utilisation
Kitchen Accessories,#a349a7,,false,false,true,accessory,false,Sharable
Dips and Spreads,#e7975f,,false,false,true,accessory,false,stable
Regional Seasoning Blends,#edb6b0,,false,false,false,asset,true,interactive
Camping Equipment,#c2fa57,,false,false,false,license,false,well-modulated
Portable Power Solutions,#f743e5,,false,true,true,accessory,true,Optional
Noodles,#c79c42,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",true,true,false,license,false,User-centric
BBQ Sauces,,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",false,true,false,component,true,Programmable
Decorative Wall Art & Accessories,#46c7a4,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false,true,false,asset,true,knowledge user
Poultry,#d2488c,,false,true,false,component,false,needs-based
Food Storage Solutions,#0ac3e4,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",false,true,true,asset,true,needs-based
Frozen Vegetables,#ab9852,,false,false,false,license,true,dynamic
Canned Fruits,#465e94,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",true,false,true,accessory,true,cohesive
Salads,#1a900d,,false,true,false,component,false,orchestration
Fresh Vegetables,#6d7301,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false,true,true,asset,false,real-time
Garden Tools,#a8c956,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",false,false,false,component,false,Decentralized
Plant-Based Proteins,#9667bd,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",false,true,false,accessory,false,Inverse
Calendars,#a71f26,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",true,false,true,component,false,Total
Coffee,#58de65,,false,true,false,asset,false,hub
Outdoor Accessories,#54b248,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",false,false,false,accessory,false,matrices
Frozen Pasta Dishes,#16758e,,false,true,true,component,true,Visionary
Casual Footwear,#fad44f,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true,true,true,consumable,true,logistical
Rubs and Seasonings,#6fdf2e,,true,true,false,license,true,portal
Jerky,#25e328,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",true,false,true,asset,true,standardization
Frozen Snacks,,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,false,true,true,license,true,Reverse-engineered
Bagels,#33ca53,,true,false,false,component,true,Progressive
Savory Snacks,#29f7bc,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",false,false,false,license,false,Customizable
Emergency Preparedness & First Aid,#38a803,,true,false,true,license,true,24/7
Rice,#bccc85,,true,false,true,component,false,Triple-buffered
Grooming Supplies,#d5e7eb,,false,true,false,component,false,zero tolerance
Natural Beverages,#0263de,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",false,false,true,consumable,false,well-modulated
Smart Lighting,#ad0e16,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",true,true,true,component,true,archive
Gourmet Snacks,#8afdd8,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",false,false,true,license,true,Progressive
Camping Equipment,#fe58d8,,true,false,true,consumable,true,Synergistic
Camping Equipment,#65bf3c,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,true,true,false,component,true,Streamlined
Evening Wear,#d274f3,,false,true,false,license,true,methodical
Seating,#862551,,false,false,false,component,false,complexity
Sleep & Relaxation,#c3d2d6,,false,false,true,license,false,fault-tolerant
Sparkling Beverages,#8c8965,,true,false,false,asset,false,Fundamental
Automotive Accessories,#7b05a2,,false,true,true,consumable,false,real-time
Kitchen Gadgets,#b72f6f,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",false,true,false,consumable,false,Stand-alone
Educational Toys,#18ae44,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",false,false,false,asset,false,Multi-channelled
Frozen Veggie Snacks,#33b55c,,false,false,true,component,true,global
Vegetable Mixes,,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,false,true,false,component,false,Advanced
Garden Supplies,#53039a,,true,true,true,component,false,fresh-thinking
Healthy Snacks,#a77b2f,,true,true,true,component,true,synergy
Frozen Fruits,#1973fb,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",false,false,true,consumable,false,Graphic Interface
Vegetables,#20aeef,,false,true,true,asset,true,database
Fitness Equipment,#891ffd,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",false,true,false,asset,true,Face to face
Power Accessories,#15c798,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",false,false,false,license,true,definition
Frozen Fruits,#a0f002,,false,true,false,consumable,true,24 hour
Pet Supplies,,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true,true,true,license,false,Total
Baking Ingredients,#dc6cb0,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",true,true,true,consumable,true,modular
Baking Kits,#256e46,,false,true,true,accessory,false,solution-oriented
Ready-to-Eat Salads,#e04dde,,true,false,false,component,true,Configurable
Headwear,#228e1c,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",true,false,true,consumable,true,directional
Cooking Appliances,#d0f4bf,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",true,false,false,license,true,tertiary
Activewear,#0ff8ca,,false,true,true,component,true,Face to face
Sleepwear,#673660,,true,false,true,consumable,false,Proactive
Berries,#81df8a,,false,false,true,asset,true,ability
Home Fragrance & Accessories,#2d1881,,false,true,false,consumable,false,Adaptive
Fruit Sauces,#b9ce70,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",false,true,false,license,true,Realigned
Marinades and Sauces,#785bed,,true,true,true,license,true,superstructure
Nut-Based Snacks,,,false,true,true,asset,true,methodology
Pancake and Waffle Mixes,#45cf8d,,true,false,true,accessory,false,impactful
Trousers,,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true,false,false,component,false,policy
Vegetables,#928697,,false,true,false,consumable,true,tangible
Home Decor,#47214c,,true,false,true,accessory,false,Horizontal
Emergency Preparedness & First Aid,,,true,true,false,asset,false,24/7
Pet Waste Management,#44c16a,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",false,true,false,accessory,false,demand-driven
Remote Control Drones,#1b3392,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",false,true,false,consumable,false,data-warehouse
Vegetables,#80f8dd,,false,false,true,asset,true,uniform
Small Appliances,#34957a,,false,true,true,component,false,Phased
Mobile Accessories,#6443de,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",true,false,false,accessory,true,Adaptive
Vegetable Mixes,#cb60d5,,true,true,true,accessory,true,coherent
Garden Supplies,#8a36ca,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",true,false,false,accessory,false,Cross-platform
Outdoor Play Toys,#46f2e0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",true,false,false,accessory,false,analyzer
Dressing,#d784a1,,true,false,true,asset,false,internet solution
Frozen Chicken Meals,#e084dd,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true,false,false,license,false,implementation
Training Supplies,#78ead4,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",true,true,false,accessory,false,4th generation
Smart Lighting,#6f7416,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,true,false,true,accessory,false,4th generation
Travel Accessories,#202118,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",false,true,false,accessory,false,web-enabled
Comfort Accessories,#95cbbd,Fusce consequat. Nulla nisl. Nunc nisl.,true,false,true,asset,true,archive
Wraps and Flatbreads,#da42a4,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,true,true,false,asset,true,zero defect
Sweet Snacks,#afc744,,true,true,true,license,true,Quality-focused
Rice Dishes,#124eb3,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",false,true,false,accessory,false,Open-source
Frozen Fruits,#de4083,,false,false,false,component,true,Quality-focused
Recovery Tools,#40e14f,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true,false,true,accessory,true,eco-centric
Travel Accessories,#1c0fdc,,false,true,false,license,true,Object-based
