Name,Category,Location,Supplier,Company,Quantity,Minimum Quantity,Model Number,Item Number,Notes,Manufacturer,Purchase Date,Purchase Cost,Order Number
Ground Cinnamon,Food - Spices,Edsbyn,Skidoo,,31,13,476213421-X,581851028-X,Freshly ground cinnamon spice for baking or seasoning.,Aimbu,2025-09-23,29.02,091409681
Thai Coconut Curry Sauce,Food - Condiments,Santo Tomas,Tagfeed,Shufflester,34,31,740050943-8,250799520-3,A rich coconut curry sauce perfect for simmering vegetables or meats.,Skiba,2025-06-28,75.74,103100218
Dark Chocolate Covered Pretzels,Food - Snacks,Bronx,Realbuzz,,23,44,,155041995-1,,Kwideo,2025-09-02,93.44,074908303
Herbal Tea Variety Pack,Food - Beverages,Paris 03,Bluejam,Photojam,48,82,724693808-7,508940048-2,"Assorted herbal teas, perfect for a warm and relaxing drink.",Rhycero,2025-05-29,73.47,211274586
Smoked Paprika Chicken Thighs,Food - Meat,Rasūlnagar,Jaxbean,Babbleopia,60,86,,729260724-1,Marinated chicken thighs with smoked paprika for a smoky flavor.,Photobean,2025-03-22,89.38,
Fashionable Scarves Set,Clothing,Itupeva,Muxo,Zoomdog,21,95,655317018-5,512086362-0,Stylish scarves to accessorize any outfit.,Babbleblab,2025-09-24,,062200482
Pet Safety Belt for Car,Pets,Santiaoshi,,Edgewire,53,34,079098373-7,082542618-9,Seat belt attachment to keep dogs safe during car rides.,Jabbercube,2025-12-25,76.23,063111677
Smart Wi-Fi Camera,Smart Home,Maksatikha,Thoughtsphere,Skilith,24,59,570986100-6,,Indoor Wi-Fi camera for home security.,Twimm,2025-05-14,40.79,091215626
Ergonomic Gaming Chair,Gaming,Tomé,Brainverse,Flipstorm,25,46,126736713-X,888038799-5,Comfortable gaming chair for long hours of play.,Meevee,2025-11-09,39.07,071111339
Ginger Turmeric Tea,Food - Beverages,Trần Văn Thời,Zazio,,83,24,330386481-0,194405124-4,Herbal tea blend with ginger and turmeric for a soothing drink.,,,79.88,051402204
Classic Bagels,Food - Bakery,Florianópolis,Meevee,Skipfire,83,60,,321177618-4,"Freshly baked bagels, perfect for breakfast or snacks.",Chatterbridge,2025-01-21,70.83,072401608
Coconut Cashew Yogurt,Food - Dairy Alternatives,Melaka,Skipstorm,Skibox,80,67,426331230-9,196898933-1,"Creamy yogurt made with coconut and cashews, dairy-free.",Skaboo,2025-02-25,79.39,043315448
High-Top Leather Boots,Clothing - Footwear,Banjar,,,92,77,193411518-5,781045089-1,Durable high-top leather boots for the stylish adventurer.,Quire,2025-07-31,97.06,065301605
Ginger Turmeric Shots,Food - Beverages,Jasieniec,Divape,Jayo,8,54,014513250-1,945910103-8,Ready-to-drink shots made with fresh ginger and turmeric.,Skipstorm,2025-11-05,21.5,121000044
Rain Jacket,Clothing,Pante Raja,Thoughtstorm,Zoonoodle,37,22,,582772332-0,Waterproof rain jacket with adjustable hood.,Aivee,2026-01-24,42.04,211273309
Pumpkin Spice Latte Mix,Food - Beverages,,Ntag,Abata,72,18,648801439-0,253994754-9,Instant mix for delicious pumpkin spice lattes at home.,Twitterbeat,2025-02-10,44.57,
Honey,Food - Condiments,Peishe,Camimbo,Eare,13,39,902290120-3,918676195-1,"Pure and natural honey, great for sweetening.",Photolist,2025-02-17,19.83,084205559
Memory Foam Mattress Pad,Home,Balayang,Wikido,Mita,95,1,070338261-6,533416777-3,Extra layer of comfort for your mattress.,Livetube,2025-02-07,30.11,091209483
Sweet Cherry Tomatoes,Food - Produce,,Katz,Rhyzio,16,44,347648448-3,732665837-4,Fresh and juicy cherry tomatoes for salads and snacking.,Dabjam,2025-03-04,,091408695
Portable Refrigerator Freezer,Outdoor,,Oodoo,Vitz,26,32,497643754-X,,Compact fridge ideal for camping and road trips.,Blogtags,2025-06-12,92.51,101115001
Classic Pesto Sauce,Food - Sauces,Nīkshahr,Brainbox,Twitternation,32,1,415240648-8,682008885-X,"Fresh basil pesto, perfect for pasta or as a sandwich spread.",,2025-07-13,20.78,081511754
Customizable Photo Calendar,Books,Krajan Kinanti,Eire,Latz,90,3,473618457-4,,Personalized calendar with your favorite photos.,Zoomlounge,2025-11-02,91.58,
Ergonomic Gaming Chair,Gaming,Stepove,Twinder,Quaxo,13,83,911683685-5,992831062-9,Comfortable gaming chair for long hours of play.,Meevee,2025-08-21,64.85,114902780
Apple Cinnamon Granola,Food - Breakfast,Nunmanu,,Gabtype,48,98,,,A wholesome granola with bits of apple and a touch of cinnamon.,Kamba,2025-02-23,93.36,073908980
Sea Salt Caramel Brownie,Food - Bakery,Saint-Louis,Bubblemix,Jazzy,38,94,309380059-5,864995693-9,Moist brownie topped with sea salt and caramel drizzle.,,,84.32,043309975
Mini Air Hockey Table,Toys,,Innojam,Aimbo,2,88,828370077-4,902260357-1,Fun tabletop air hockey for home or office.,Photobug,,24.6,091904267
Chocolate Raspberry Tart,Food - Bakery,,Devcast,Topicware,74,82,819864601-9,995225046-0,"Rich tart filled with chocolate and raspberry, a gourmet dessert.",Aibox,2026-01-23,46.83,102000021
Decorative LED Neon Sign,Home,Mārupe,Dablist,Meevee,25,98,612695179-4,530791151-3,"Bright, vibrant sign to add flair to any space.",Eamia,2025-08-10,,053904483
Sporty Slide Sandals,Clothing - Footwear,Maralal,Voonix,Yodoo,51,35,235918098-3,675043681-1,Comfortable slide sandals for lounging by the pool.,Omba,2025-11-25,4.72,322275678
Chocolate Chip Cookie Mix,Food - Baking,Al Hufūf,Voomm,Pixonyx,90,57,882611419-6,972921665-7,Everything you need to bake delicious chocolate chip cookies.,Vidoo,2026-02-02,69.47,211371308
Adjustable Dumbbells,Fitness,Mmathubudukwane,Flipbug,Browsezoom,68,42,733619996-8,932973969-5,Space-saving adjustable dumbbells for strength training.,Gigabox,2025-06-17,92.61,082901062
Elderberry Syrup,Food - Supplements,Villa Hayes,Thoughtsphere,Youspan,89,38,837528683-4,143903299-8,Natural elderberry syrup to boost immunity.,Oloo,,81.53,
Baked Mac and Cheese,Food - Frozen Foods,Lizi,Twinder,Photobean,52,43,242071993-X,820836961-6,,Zooxo,,1.97,082901282
Portable Blender,Kitchen,Bāglung,Nlounge,Wikizz,85,80,595603537-4,133560527-4,Battery-operated blender for smoothies on the go.,Centimia,,63.57,031203999
Portable SSD,Storage,Ganjiang,,Meedoo,29,80,676314905-0,185492472-9,"Fast and compact external solid state drive, 1TB.",Rhynyx,2026-01-12,32.35,111024548
Honey Garlic Shrimp,Food - Seafood,Fort-de-France,Mymm,Devify,17,64,115300028-8,200068459-9,"Shrimp marinated in a honey garlic sauce, ready to cook.",Voonix,2025-06-12,81.67,091901862
Mango Chia Pudding,Food - Snacks,Velký Újezd,Jaloo,Rhynoodle,17,9,331368231-6,095572940-8,Healthy chia pudding made with mango and coconut milk.,Twitterwire,,10.46,
Children's Educational Puzzle,Toys,Babica,Youspan,,87,18,560169145-2,455494155-8,Fun and educational puzzle set for kids.,Yacero,2025-09-05,63.13,051503938
Microfiber Cleaning Cloth Set,Home,Atarodangwautu,Bluejam,,64,9,706372877-6,456331185-5,Assorted cloths for cleaning electronics and delicate surfaces.,Tagpad,2025-05-08,31.38,067016354
Self-Stirring Mug,Kitchen,Jaworzyna Śląska,Roombo,Blogpad,30,10,634664073-9,045879181-4,Automated stirring for your drinks with just a press of a button.,,2025-11-23,6.15,021000018
Waterproof Rain Boots,Clothing - Footwear,President Roxas,Blogspan,Cogilith,16,91,562018450-1,615150658-8,Stay dry with these stylish waterproof rain boots.,Skyba,2025-06-03,,026013246
Bamboo Charcoal Air Purifier Bags,Home,Tanxi,Rooxo,,88,84,432629517-1,894297730-8,Natural air purifiers to absorb odors and moisture.,Quaxo,2025-12-13,36.49,083905326
Electric Rice Cooker,Kitchen,Sruki,Wikido,Photojam,80,29,192627371-0,333759465-4,Multi-function rice cooker for all types of rice recipes.,Thoughtsphere,2025-08-27,29.0,122200759
Curried Lentil Salad,Food - Salads,Zhuxing Chaoxianzu,Zoombox,Oodoo,60,51,006139638-9,552015350-7,"A hearty salad with lentils, veggies, and curry dressing.",Dynazzy,2025-02-13,47.42,053112806
Reclining Camping Chair,Outdoor,Irará,Wikivu,,54,42,349091266-7,188536311-7,Foldable reclining camping chair with cup holder.,,2025-12-20,,082904726
Oven-Baked Chicken Tenders,Food - Meat,Villa Urquiza,Fivespan,Kayveo,24,20,125049974-7,928158075-6,,Realcube,2025-08-07,81.87,
Smart LED Light Strip,Home,,,Dazzlesphere,82,73,663133358-X,766509463-5,"Customizable RGB LED light strip, perfect for mood lighting.",Jaxspan,2026-01-07,49.74,253173496
Pineapple Teriyaki Chicken Mix,Food - Meat,Charata,Jamia,Eidel,38,80,748451451-9,287044088-X,A perfect blend of pineapple and teriyaki for stir-fry.,Twinte,,90.32,
Biodegradable Trash Bags,Home,San Luis,Mydeo,Edgetag,35,74,099463543-5,116541668-9,Eco-friendly trash bags that break down naturally.,Gabspot,2025-07-04,27.27,256078569
Rustic Italian Breads,Food - Bakery,Puttalam,,Gabspot,41,5,003760246-2,837909088-8,Freshly baked artisan bread with a crisp crust and soft center.,Browsezoom,2025-11-01,80.06,101002949
Portable Speaker Stand,Audio,,Youopia,Meemm,88,77,884325500-2,083369984-9,Adjustable stand for portable speakers and devices.,Jetwire,2025-04-17,63.89,125000118
Roasted Garlic Butter,Food - Condiments,Grand Rapids,Ozu,Jabberstorm,37,89,,934134478-6,A flavorful spread made with roasted garlic and creamy butter.,Topicshots,2025-07-24,88.35,071004200
Skincare Fridge,Beauty,Nerokoúros,Meedoo,Quinu,60,74,559398532-4,021102711-1,Small fridge designed to keep skincare products cool and fresh.,Talane,2025-07-07,86.22,091213877
Dog Collar,Pets,Kraljevica,Abata,Meezzy,63,71,,901498815-X,Adjustable dog collar with personalized tags.,Demizz,,79.37,063109430
Emergency Preparedness Kit,Safety,Burqah,,Flashspan,23,77,765350479-5,,Complete kit for emergency situations including food and water.,Eimbee,2025-02-21,72.8,082901457
Kids' STEM Robotics Kit,Toys,São Roque,BlogXS,Fivebridge,29,55,848165947-9,071262017-6,Educational robotics kit for building and programming.,Skimia,2025-11-29,3.26,042000314
Sliced Ham,Food - Meat,Grande Rivière Noire,Aimbo,Devify,67,52,022979976-0,571289645-1,"Delicious and fully cooked sliced ham, ready to eat.",Tavu,2025-11-08,48.31,021110209
Thai Peanut Dressing,Food - Condiments,Zaandam,,Youspan,36,80,177198258-6,676165232-4,A creamy and tangy dressing perfect for salads or as a dipping sauce.,Flashpoint,2025-02-17,37.03,063114425
Cable Knit Beanie,Clothing - Accessories,Cuispes,Browsebug,Linkbridge,72,74,176886197-8,340062650-3,A cozy cable knit beanie to keep your head warm in winter.,Tambee,,69.48,073900739
Free-Range Eggs,Food - Dairy,San José de Barlovento,Quinu,Flashpoint,54,12,662904695-1,551478565-3,Fresh eggs from free-range chickens.,,2026-01-08,30.37,113104275
Smart Home Hub,Smart Home,Alcainça,Kwideo,Eare,33,11,322820900-8,423354720-0,Connect and control smart devices from one app.,Mycat,2025-05-15,74.45,102100992
Foam Roller for Muscle Recovery,Fitness,Labao,Trilia,Linktype,22,5,398877496-0,399720948-0,Use this foam roller for effective post-workout recovery.,Plajo,2025-03-15,,064108388
Spicy Thai Noodles,Food - Frozen Meals,Carepa,Kazu,Youtags,37,74,786767078-5,240108123-2,Instant noodles with a spicy Thai sauce for quick meals.,Skalith,2025-06-20,7.51,011201380
Frozen Fruit Medley,Food - Frozen Foods,Canala,Quimm,Meezzy,46,48,301872558-1,214000616-X,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",Lazzy,,24.78,103002691
Almond Butter Granola Bars,Food - Snacks,Ikšķile,Quire,,50,46,312716286-3,137114456-7,,Mynte,2025-05-17,17.56,031301998
Natural Peanut Butter,Food - Spreads,,Divape,Yakijo,62,15,457169585-3,879275019-2,Creamy peanut butter with no added sugar or oils.,Rooxo,2025-12-01,18.64,
Electric Bike,Bicycles,,Midel,Youopia,30,30,186038263-0,940138061-9,Eco-friendly electric bike with a 30-mile range.,Oyoyo,2025-04-23,88.61,042000424
Chia Seeds,Food - Grains,Atlanta,Brightbean,Avavee,18,72,943236302-3,832129561-4,"Nutty flavored chia seeds, packed with nutrients.",Katz,2025-08-30,80.26,111905340
Plant Growing Kit,Garden,Carahue,Cogibox,Jayo,45,63,561916128-5,353311987-4,Complete kit for growing herbs indoors.,Viva,2025-10-11,15.86,274970830
BBQ Lentil Chips,Food - Snacks,,Riffpath,Bluejam,57,42,567917263-1,586076699-8,Savory lentil chips with BBQ flavor,Kimia,2025-01-15,8.65,231270751
Sunflower Seeds,Food - Nuts,Tiechang,Aimbu,Jamia,74,59,315841773-1,893148708-8,Salted sunflower seeds perfect for snacking.,Kanoodle,2025-03-04,,051401043
Fruit Infuser Water Bottle,Fitness,Xuefeng,Wordtune,Aivee,65,52,844684777-9,255877801-3,Water bottle designed to infuse flavors from fruits.,Cogidoo,,26.26,071000013
Mediterranean Couscous Salad,Food - Salads,Yangjiaqiao,Vipe,Linkbuzz,25,17,917290549-2,,"Couscous salad with cucumbers, tomatoes, feta, and olives, ready to eat.",Fivespan,2025-11-27,65.31,
Honey Garlic Shrimp,Food - Seafood,Avallon,Demimbu,,20,91,000878615-1,,"Shrimp marinated in a honey garlic sauce, ready to cook.",Bubbletube,2025-07-14,51.27,021408704
Oven-Baked Chicken Tenders,Food - Meat,Maroanging,Myworks,Topicstorm,63,2,166045975-3,143824962-4,"Crispy and juicy chicken tenders, perfect for dipping.",Voolia,2025-12-27,12.21,
Electric Wine Opener,Kitchen,Azua,Leenti,Flashspan,14,71,570622756-X,,Rechargeable electric wine opener for effortless uncorking.,,2025-07-18,82.34,323270216
LED Strip Lights,Home,,Photobug,Podcat,55,71,,677644626-1,Colorful LED strip lights for home decoration.,Plambee,2026-02-10,15.58,122242843
Fashionable Belt Bag,Accessories,Marne-la-Vallée,,Abatz,53,71,960177068-2,251174442-2,Trendy belt bag for hands-free carrying.,Myworks,2025-08-10,12.26,103102106
Cinnamon Roll Dough,Food - Bakery,Mayisyan,Edgewire,Oyoloo,66,20,061024968-1,,Ready-to-bake cinnamon roll dough for easy breakfasts.,,2025-02-28,9.77,323270216
Sustainable Wooden Toys,Toys,Fengxi,Jabberstorm,,15,68,936955881-0,395781213-5,Eco-friendly toys for learning and imaginative play.,,2025-09-14,15.22,122241132
Sesame Noodles,Food - Grab-and-Go,Gradec,Zoombeat,Teklist,20,24,687306340-1,174159722-6,"Chilled noodles dressed in sesame sauce, ready to eat.",Thoughtstorm,2025-10-20,30.85,
Multi-Functional Rice Cooker,Kitchen,Bandar-e Torkaman,Zoomzone,Izio,88,92,,863731153-9,Electric rice cooker with multiple cooking settings for perfect rice.,Tagopia,2025-10-27,95.15,064101301
Frozen Burritos,Food - Frozen Foods,Zhanping,Lazzy,Jabberstorm,77,39,496038713-0,658778270-1,Easy-to-heat frozen burritos for a quick meal.,Trupe,2025-06-17,58.87,031317380
Pet Training Clicker,Pets,Arţās,Mynte,Skyba,48,68,085755731-9,277145232-4,Simple tool to train your pet with positive reinforcement.,BlogXS,2026-01-26,28.18,031100351
Black Bean & Corn Salad,Food - Salads,La Cañada,Voomm,Izio,43,74,690411292-1,112375122-6,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",Quinu,2025-08-19,67.46,073000545
Kettle BBQ Grill,Outdoor,Nijmegen,Feedbug,,54,9,418332131-X,088317437-5,Charcoal kettle grill perfect for backyard barbecues.,Livetube,2025-07-01,,071900663
Coconut Cream Pie Mix,Food - Baking,Honjō,Wordify,Dynabox,51,31,775463051-6,,"Creamy, sweet pie mix to make the perfect coconut cream pie.",Skyndu,,26.11,
DIY Organic Gardening Kit,Garden,Jiangna,Quaxo,Eare,96,63,818746142-X,191161170-4,Complete kit for starting your own organic garden.,Eayo,2025-12-09,60.51,091207537
Beach Cover-Up,Clothing - Swimwear,Zhukeng,Browsebug,Topiclounge,13,2,246195832-7,217088995-7,"Lightweight cover-up perfect for the beach, with a breezy design.",Blogspan,2026-01-30,45.32,065303784
Wireless Earbud Silicone Covers,Accessories,Raniżów,Agimba,Twitterbridge,13,41,,902765893-5,,Voonte,,85.75,283972162
Graphic Sweatshirt,Clothing - Tops,Nanshi,Plambee,Izio,28,39,027519010-2,817937113-1,A comfortable sweatshirt featuring a bold graphic print.,Ainyx,2024-12-29,86.14,071921794
Miso Soup Starter,Food - Soups,Hangwula,Oyondu,,40,19,808879064-6,719323362-9,Miso paste for making traditional Japanese miso soup.,Oyoloo,2025-06-06,76.23,053102117
Sporty Slide Sandals,Clothing - Footwear,General Alvear,,Mita,50,29,289313435-1,259897787-4,Comfortable slide sandals for lounging by the pool.,,2025-04-25,54.17,281581047
Vanilla Almond Granola,Food - Breakfast,Port Erin,Jaxworks,Eire,34,39,642742338-X,906144694-5,"Crunchy granola with almonds and a hint of vanilla, perfect for breakfast.",Skiptube,2025-05-11,56.61,103103451
Garden Tool Set,Garden,Dąbrowa,Blogpad,Jaloo,95,11,083500389-2,979562359-1,Complete set of gardening tools for all your needs.,Meembee,2025-12-09,96.9,111103634
Breezy Off-The-Shoulder Top,Clothing - Tops,Maroantsetra,Twitternation,,87,64,317869373-4,901514285-8,A light and breezy top ideal for warm days.,Tanoodle,2025-01-19,,067007130
LED Flashlight,Outdoor,Jiangkouxu,Twitterbridge,Kazio,70,92,449688798-3,849110583-2,Bright LED flashlight with adjustable beam.,Vipe,,68.98,055000110
Noise-Canceling Headphones,Audio,Sobreira,Babblestorm,,53,44,505447037-9,048868075-1,High-quality headphones that block out external noise for immersive listening.,Trudeo,2026-01-02,11.95,102202078
Dill Pickle Chips,Food - Condiments,Bërxull,,Youspan,44,61,850941257-X,671865538-4,Crispy dill pickles that are perfect for snacking or sandwiches.,Flashdog,2025-08-21,12.49,065401000
Air Purifier,Home,Raszków,Rhycero,Talane,27,57,305458917-X,371973204-5,HEPA air purifier for clean indoor air.,Midel,2025-02-07,61.02,062101484
Pet Training Clicker,Pets,Coro,Quamba,Rhyzio,59,53,831928942-4,975951744-2,Simple tool to train your pet with positive reinforcement.,Kwilith,2025-06-23,42.95,104113709
Stuffed Grape Leaves,Food - Prepared Foods,Örebro,Blogpad,Leenti,13,77,128162916-2,875069855-9,"Grape leaves stuffed with rice and herbs, ready to eat.",Kazio,2025-01-07,86.07,082904027
Self-Cleaning Water Bottle,Fitness,Greensboro,Feedfire,Edgeclub,79,49,705505111-8,335462484-1,Water bottle with built-in UV-C light for self-cleaning.,Babblestorm,2025-07-17,78.93,211174343
Pet Grooming Brush,Pets,Xiaoya,Trilia,Voolia,38,7,227153459-3,861147302-7,,,,6.32,121000358
Handmade Leather Journal,Books,Dingle,Dablist,Dabjam,3,84,253390340-X,,Beautiful leather-bound journal for writing and sketching.,Trudeo,2025-11-12,80.52,091914820
Gardening Gloves with Claws,Garden,Qal‘ah-ye Shahr,Mybuzz,Tagtune,83,82,,450347805-2,Durable gloves with built-in claws for digging and planting.,Oyoba,2025-10-07,42.15,102101496
Travel Beach Blanket,Outdoor,Novalja,Quinu,Quinu,54,30,526822074-8,182141038-6,Sand-resistant and compact for outdoor and beach use.,,2025-09-10,10.79,114922265
Coloring Books for Adults,Books,,Agivu,,12,81,187920740-0,779025333-6,,Jabbersphere,2025-03-11,33.26,211871691
Vegetable Stock,Food - Cooking Essentials,Canoinhas,Fivespan,,46,59,629534165-9,814484532-3,Rich vegetable stock for cooking soups and stews.,Avavee,2025-06-17,21.76,071909062
Set of Measuring Spoons,Kitchen,Arrah,Skaboo,Minyx,4,4,350282012-0,608451687-4,,Trudoo,2025-07-19,42.0,111916180
Organic Ramen Noodles,Food - Pasta,Bopu,,Gigaclub,98,12,412495323-2,395124596-4,Quick-cooking ramen noodles made with organic wheat.,Wikibox,2025-03-24,5.28,051402204
Sports Water Bottle with Infuser,Fitness,Mlonggo,Gabtype,Brainbox,39,40,649331563-8,312205002-1,Bottle that allows you to infuse your water with fruits.,Jaxworks,2025-09-05,,221271090
Honey BBQ Ribs,Food - Meat,Gutian,Eimbee,,14,76,676532232-9,749480370-X,Tender ribs smothered in a honey barbecue sauce.,Quatz,2025-10-02,84.51,124302150
Classic Cheeseburger Mix,Food - Meats,Natonin,Skinder,Realblab,5,99,132911387-X,854384326-X,"All-in-one mix for easy homemade cheeseburgers, just add ground beef.",Mybuzz,2025-01-04,69.58,111910380
Over-Ear Headphones,Audio,Kamal,Kwilith,Jayo,40,59,250615851-0,002370263-X,Comfortable over-ear headphones with deep bass.,Lazz,2025-02-15,86.29,221981063
Banana Peanut Butter Smoothie,Food - Frozen Foods,Plasy,Gigashots,Realbridge,49,87,969013964-9,987220375-X,Frozen smoothie mix with bananas and peanut butter for a quick drink.,Jatri,2025-01-21,75.29,075908001
Garlic Parmesan Wings,Food - Frozen Foods,Rakek,Rhyzio,Skyvu,92,77,619201882-0,772481225-X,Frozen chicken wings with garlic parmesan sauce.,Shufflebeat,2025-06-07,61.07,114902683
Sweet Cherry Tomatoes,Food - Produce,Añelo,Talane,Twitterwire,94,42,920876845-7,268628922-8,Fresh and juicy cherry tomatoes for salads and snacking.,Linktype,2025-05-25,78.96,
Peach Yogurt,Food - Dairy,Dan Khun Thot,Voonte,Gabtype,60,100,269079623-6,152285518-1,Creamy peach-flavored yogurt with real fruit.,Thoughtbeat,2025-09-19,9.92,063102259
Sliced Turkey Breast,Food - Deli Meats,Pledo,,Ntags,25,24,009728896-9,023898822-8,"Oven-roasted sliced turkey, perfect for sandwiches.",Kare,2025-12-02,80.9,241272053
Set of Herb Garden Markers,Garden,Rumbek,Flipstorm,Jaxspan,45,3,448776998-1,633180808-6,Stylish markers for labeling your indoor garden plants.,Voonte,,65.94,051501299
Leather Crossbody Bag,Clothing - Bags,Zarechnyy,Cogilith,Zoombeat,36,84,622854310-5,478331334-2,A chic leather crossbody bag for everyday use.,Rhybox,2025-01-26,51.67,301171081
Pretzel Bites,Food - Snacks,Hidalgo,,Realfire,65,43,679214335-9,822802982-9,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",Quinu,2025-08-31,18.33,083901773
Yoga Wheel,Fitness,,Edgeify,Wikivu,35,89,181130497-4,,Supportive yoga wheel for deep stretching and balance.,Leexo,2025-03-03,52.83,043318092
Cable Knit Beanie,Clothing - Accessories,Fatubia,Linkbuzz,Thoughtstorm,90,11,998849397-5,388355686-6,A cozy cable knit beanie to keep your head warm in winter.,Plajo,2025-12-18,15.31,114919676
Coconut Lime Rice,Food - Sides,Tungol,Skidoo,Chatterbridge,8,48,049773674-8,757640750-6,"Flavorful rice mixed with coconut and lime, a tropical side dish.",Jabberbean,2025-09-19,37.56,271971560
Foot Massager Machine,Health,Barkol,Geba,,54,86,882985550-2,021823770-7,Electric foot massager for relaxation and relief.,Feedbug,2025-09-06,16.15,051000017
Ankle Boots,Clothing - Footwear,Pidigan,Realbuzz,Flashset,78,63,990970077-8,083262804-2,"Stylish leather ankle boots with a block heel, perfect for fall styling.",,2025-08-01,74.27,
Chipotle Sauce,Food - Condiments,Shaxi,Innojam,Realbridge,17,20,990603338-X,988505037-X,Spicy sauce made with chipotle peppers,Youopia,2025-05-24,20.58,111313479
Kale Salad with Lemon Dressing,Food - Salads,Deqing,Browsezoom,,81,47,091133776-8,317094332-4,"Fresh kale salad with a zesty lemon dressing, great as a side dish.",Feedfire,,90.71,114924690
Garlic and Herb Cream Cheese,Food - Dairy,Maragogi,Voonder,Meezzy,43,94,335063425-7,397777848-X,Spreadable cream cheese with garlic and herbs.,Yotz,2025-03-07,39.66,113123560
Ice Cube Tray with Lid,Kitchen,Quinta da Queimada,Skiptube,Photojam,76,69,571087189-3,969087849-2,Silicone tray for making ice cubes with a lid to prevent spills.,Katz,2025-05-27,52.1,
Dishwasher Safe Cutting Board,Kitchen,Nahura,Edgeify,Fanoodle,66,67,592754822-9,888687034-5,Eco-friendly cutting board that is safe for dishwashers.,,2025-02-03,35.55,067009785
Lemon Dill Salmon,Food - Seafood,Nampera,Skyble,Mydeo,84,35,120155683-X,416681373-0,"Salmon fillets seasoned with lemon and dill, perfect for grilling.",Kamba,2025-05-23,,242071237
Tea Infuser Bottle,Kitchen,Kliteh,Jamia,Thoughtbeat,5,1,817493783-8,318510420-X,Bottle with infuser for brewing loose-leaf tea on the go.,Trudoo,,11.55,021114205
Sweet Potato Fries,Food - Frozen Foods,,Yamia,Pixonyx,24,56,,041140865-8,,,2025-09-20,,122105647
Granulated Sugar,Food - Baking,Lupak,Ozu,Trunyx,97,94,172766818-9,,,Avamba,2025-01-01,63.6,123103729
Fitness Tracker,Fitness,Vanino,Realmix,Minyx,19,47,604339647-5,546173433-2,,,2026-01-30,49.92,113010547
Magnetic Spice Containers,Kitchen,Hong Kong,BlogXS,Miboo,54,8,270453916-2,097303480-7,Set of magnetic jars for convenient spice organization.,Flipstorm,2025-03-02,11.67,044212168
Electric Screwdriver,Tools,Thulamahashi,Meeveo,Devcast,1,99,067558323-3,215880814-4,,Yodoo,2024-12-31,4.28,055000110
Low-Fat Yogurt,Food - Dairy,Kholmsk,Ooba,,85,42,540048387-9,221522151-8,"Creamy yogurt with probiotics, available in various flavors.",Devshare,2025-04-10,1.77,
Fishing Rod,Outdoor,Trzcinica,Yakitri,Avaveo,41,47,195703189-1,927517145-9,Lightweight fishing rod suitable for beginners.,Shufflester,,35.54,104013809
Vegetable Lentil Soup,Food - Canned Goods,Campo Maior,Kwilith,Eare,10,12,660264774-1,131758113-X,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal.",Topicstorm,2025-10-12,1.77,053000183
Himalayan Pink Salt,Food - Condiments,Salvador,Yakidoo,Topicstorm,52,20,851738206-4,296980715-7,"Natural mineral salt with a subtle flavor, ideal for cooking and seasoning.",,2025-07-23,68.77,091917681
Sushi Roll Kit,Food - Cooking Kits,Jami,Yotz,Dablist,78,52,229071140-3,875013326-8,All ingredients needed to make your own sushi,Thoughtstorm,2025-10-15,2.98,101107080
White Rice,Food - Grains,Jincheng,BlogXS,Dabfeed,73,31,264911908-X,508303687-8,"Plain white rice, a staple for any meal.",Vimbo,2025-01-27,45.21,071924319
Plant Pot Drip Trays,Garden,Qingqu,Aimbo,Dabvine,83,98,581219053-4,660803763-5,Prevent water damage with drip trays for potted plants.,Eabox,2025-08-21,87.15,065301265
Pet Water Fountain,Pets,Daingean,,Topicshots,28,4,935223750-1,258293852-1,Automatic water fountain for pets with filtration.,Gevee,2025-06-01,26.76,113105465
Creamy Coleslaw Mix,Food - Produce,Lota,Babbleopia,Gigabox,39,51,095098974-6,600132652-5,Shredded cabbage and carrots for coleslaw.,Muxo,,36.52,107006101
Thai Basil Fried Rice,Food - Frozen,Kholbon,Photolist,Jayo,29,3,400944580-7,574100778-3,Fragrant fried rice with authentic Thai basil and veggies.,Browseblab,2026-01-07,53.6,101102438
Roasted Chickpeas,Food - Snacks,Žirovnica,Twinder,Digitube,74,31,447101357-2,391432551-8,Crispy roasted chickpeas seasoned to perfection,Tagchat,2025-09-16,25.34,122241941
Essential Oils Diffuser Necklace,Health,Luzern,Feedspan,Edgetag,41,26,961062278-X,065464290-7,Wearable diffuser for scenting your space and body.,Skibox,2025-03-03,11.09,282970437
Sweet Chili Sauce,Food - Condiments,Hagonoy,Feedfish,,30,83,611426834-2,845615259-5,"A sweet and spicy sauce, great for dipping or cooking.",Meeveo,2025-11-19,,271070607
Smartphone Photography Ring Light,Photography,,Jetwire,,3,7,722656588-9,167622615-X,Portable ring light that enhances your photos with perfect lighting.,Jabbercube,2025-10-09,,111910005
Salsa,Food - Condiments,Manutapen,Roombo,Youfeed,50,88,392040141-7,998521641-5,,,2025-01-16,,021973019
